Order_ID,Order_Date,Customer_Name,Country,Region,Salesperson,Category,Product,Quantity,Unit_Price,Discount,Gross_Sales,Net_Sales,Profit,Payment_Mode,Customer_Rating
ORD053295,2024-10-19,Riley Kent,Canada,Central,Mark Green,Electronics,Keyboard,13,588,0.02,7644,7491.12,668.55,Credit Card,2
ORD053296,2024-11-27,Hannah Wiggins,UK,Central,Jorge Smith,Sports,Yoga Mat,16,1345,0.28,21520,15494.4,1172.87,Credit Card,3
ORD053297,2024-11-14,Michelle Stokes,UK,West,Diane Webb,Groceries,Rice,2,7599,0.06,15198,14286.12,3075.03,Cash,5
ORD053298,2023-03-13,Lorraine Greene,Australia,East,Chad Zamora,Clothing,Kurta,11,8200,0.03,90200,87494.0,15409.99,Net Banking,5
ORD053299,2025-02-03,Kelsey Hickman MD,Australia,North,Diane Webb,Groceries,Rice,17,3320,0.23,56440,43458.8,4172.78,Cash,5
ORD053300,2023-03-30,Lauren Wells,UK,North,Sherry Young,Sports,Yoga Mat,13,662,0.16,8606,7229.04,2128.68,UPI,4
ORD053301,2025-04-18,Jacqueline Booth,Australia,East,Paul Johnson,Clothing,Shoes,4,8838,0.09,35352,32170.32,7649.96,Debit Card,5
ORD053302,2024-01-31,Dr. Cody James,UK,West,Jennifer Barry,Clothing,T-Shirt,8,7463,0.02,59704,58509.92,12660.57,Debit Card,2
ORD053303,2024-05-22,Glenn Wong MD,USA,North,Mitchell Boyer,Sports,Yoga Mat,20,1437,0.19,28740,23279.4,7881.37,UPI,3
ORD053304,2024-12-27,Shawn Williams,Australia,East,Lauren Raymond,Electronics,Laptop,8,8776,0.06,70208,65995.52,21476.21,Credit Card,3
ORD053305,2025-09-06,Brandi Wall,USA,East,Christina Becker,Clothing,T-Shirt,4,3085,0.05,12340,11723.0,3402.49,Credit Card,1
ORD053306,2024-11-24,Steven Burgess,India,South,Samantha Anderson,Furniture,Bed,16,6079,0.24,97264,73920.64,22010.79,Debit Card,3
ORD053307,2025-04-30,Christina Johnson,USA,East,Cindy Spencer,Groceries,Rice,14,6415,0.23,89810,69153.7,20472.02,Cash,2
ORD053308,2025-08-08,Kyle Salazar DVM,Australia,South,Cassandra Ferguson,Clothing,Shoes,8,7696,0.03,61568,59720.96,3113.9,Cash,4
ORD053309,2024-01-04,Candice Hardy,USA,South,Kelli Price,Groceries,Snacks,16,2013,0.1,32208,28987.2,7786.2,Cash,3
ORD053310,2025-02-28,Jenny Houston,Australia,North,Kevin Ross,Groceries,Rice,6,3658,0.21,21948,17338.92,4886.95,Cash,2
ORD053311,2025-08-07,Latoya Brown,UK,East,Alexis Lee,Clothing,Jacket,14,1370,0.1,19180,17262.0,2472.59,Credit Card,5
ORD053312,2024-10-28,Isaac Pham,Canada,South,Denise Hester,Sports,Football,15,5005,0.08,75075,69069.0,5858.4,Net Banking,2
ORD053313,2023-07-17,Jason Schneider,Canada,Central,Pamela Mckinney,Groceries,Milk,14,3791,0.12,53074,46705.12,7326.64,Net Banking,1
ORD053314,2023-03-05,Carlos Ryan,UK,West,Mitchell Boyer,Furniture,Sofa,18,532,0.27,9576,6990.48,1422.24,UPI,4
ORD053315,2023-09-22,Karen Pope,UK,North,Gabrielle Mccullough,Sports,Tennis Racket,7,5324,0.21,37268,29441.72,5774.12,Cash,1
ORD053316,2024-10-29,Randall Robinson,UK,Central,Jessica Hodge,Sports,Yoga Mat,9,3663,0.04,32967,31648.32,7546.23,Net Banking,4
ORD053317,2023-08-22,Martin Martinez,USA,South,Teresa Kirby,Clothing,Jacket,18,9117,0.3,164106,114874.2,23681.47,Debit Card,1
ORD053318,2024-10-21,Jonathan Bush,India,South,Nicole Adkins,Groceries,Bread,16,4171,0.1,66736,60062.4,12663.96,UPI,5
ORD053319,2024-08-16,Kristin White,India,West,Stacy Good,Furniture,Bed,20,7941,0.07,158820,147702.6,21657.57,Debit Card,5
ORD053320,2024-01-10,Christopher Davis,India,West,Kevin Ross,Sports,Cricket Bat,4,2879,0.26,11516,8521.84,973.86,UPI,1
ORD053321,2024-10-05,Johnathan Graham MD,UK,North,Chad Zamora,Sports,Football,11,1972,0.17,21692,18004.36,5865.53,Net Banking,5
ORD053322,2023-12-19,Sara Proctor,Canada,Central,Chad Zamora,Electronics,Mobile,8,9472,0.14,75776,65167.36,17566.64,Cash,3
ORD053323,2024-10-24,Toni Miller,USA,Central,Sherry Young,Groceries,Bread,1,9566,0.11,9566,8513.74,1859.9,UPI,1
ORD053324,2025-05-10,John Stein,India,West,Michael Holland,Electronics,Mobile,9,2638,0.16,23742,19943.28,6348.01,Debit Card,2
ORD053325,2025-06-11,Nicole Spears,USA,East,Nicole Adkins,Groceries,Snacks,11,125,0.22,1375,1072.5,363.91,Net Banking,3
ORD053326,2024-05-27,Jeffrey Williamson,Australia,East,Chad Zamora,Clothing,Jacket,3,1575,0.05,4725,4488.75,1438.57,UPI,2
ORD053327,2024-02-22,Deborah Garcia,USA,East,Melissa Ferguson,Electronics,Headphones,8,3827,0.26,30616,22655.84,2719.26,Credit Card,3
ORD053328,2025-01-05,Whitney Whitehead,India,South,Mark Green,Electronics,Keyboard,16,687,0.2,10992,8793.6,2569.15,Cash,5
ORD053329,2023-05-30,Sarah Wise,Australia,North,Mark Green,Furniture,Bed,16,5599,0.24,89584,68083.84,15382.13,UPI,2
ORD053330,2024-07-13,Tiffany Coleman,USA,North,Stacy Good,Sports,Yoga Mat,13,411,0.0,5343,5343.0,1688.11,Cash,5
ORD053331,2025-08-25,Dr. Patricia Johnson,UK,North,Julie Lopez,Furniture,Bed,8,8543,0.14,68344,58775.84,18359.97,Cash,4
ORD053332,2025-06-20,Billy Wells,USA,West,Mark Green,Sports,Cricket Bat,12,8362,0.21,100344,79271.76,14227.93,Debit Card,5
ORD053333,2024-03-21,Mrs. Marissa Henson,India,Central,Cindy Spencer,Groceries,Bread,18,3056,0.1,55008,49507.2,12721.4,Debit Card,5
ORD053334,2023-06-28,Susan Zamora,Canada,Central,Christina Becker,Electronics,Monitor,15,198,0.06,2970,2791.8,557.98,Cash,4
ORD053335,2023-05-14,Tina Jones,India,Central,Lauren Jones,Sports,Dumbbells,19,209,0.15,3971,3375.35,665.09,UPI,5
ORD053336,2023-08-25,Regina Garcia,Canada,Central,Mr. Nathan Hernandez,Sports,Cricket Bat,19,1104,0.09,20976,19088.16,5242.42,UPI,2
ORD053337,2024-12-27,Jose Richards,UK,East,Jamie Griffin,Electronics,Headphones,15,4936,0.28,74040,53308.8,14425.91,Net Banking,1
ORD053338,2024-02-21,Steven Davis,USA,North,Summer Arias,Clothing,Shoes,9,6174,0.05,55566,52787.7,9002.9,Net Banking,3
ORD053339,2023-05-20,Erica White,Australia,West,Gabrielle Mccullough,Groceries,Bread,20,4108,0.19,82160,66549.6,3974.5,Net Banking,3
ORD053340,2024-10-14,Mr. Kenneth Livingston,USA,Central,Kathleen Colon,Clothing,Shoes,5,879,0.19,4395,3559.95,1210.77,UPI,5
ORD053341,2024-02-07,John Mathis,UK,South,Chad Zamora,Sports,Tennis Racket,2,9907,0.13,19814,17238.18,2959.67,Debit Card,3
ORD053342,2023-08-08,Regina Gregory,USA,South,Phillip Martin,Sports,Yoga Mat,2,2086,0.2,4172,3337.6,867.54,Debit Card,5
ORD053343,2024-10-07,Sarah Lowe,Australia,North,Jennifer Barry,Clothing,Kurta,3,1042,0.05,3126,2969.7,865.2,Net Banking,1
ORD053344,2024-11-20,Heather Harris,USA,East,Kathleen Colon,Sports,Yoga Mat,8,1117,0.05,8936,8489.2,568.66,Debit Card,1
ORD053345,2025-01-07,Carmen Campbell,Canada,North,Stefanie Garcia,Sports,Cricket Bat,18,7455,0.2,134190,107352.0,36180.13,UPI,4
ORD053346,2023-06-10,Lisa Manning,Australia,East,Kelli Price,Sports,Yoga Mat,18,2725,0.19,49050,39730.5,4101.56,Credit Card,4
ORD053347,2023-12-27,Zachary Mills,UK,Central,Lisa Jordan,Furniture,Bed,20,2465,0.11,49300,43877.0,4630.3,Net Banking,3
ORD053348,2024-07-09,James Smith,Canada,North,Jessica Hodge,Furniture,Sofa,2,106,0.07,212,197.16,65.72,Net Banking,1
ORD053349,2025-07-26,Fernando Smith,India,North,Sherry Young,Electronics,Mobile,6,7901,0.14,47406,40769.16,12957.83,Cash,1
ORD053350,2025-05-18,Justin Moore,Australia,West,Summer Arias,Furniture,Sofa,11,7265,0.1,79915,71923.5,15070.63,Debit Card,1
ORD053351,2023-03-19,Joanne Stephens,India,West,Chad Zamora,Clothing,Kurta,12,5688,0.19,68256,55287.36,7266.93,Net Banking,2
ORD053352,2025-08-19,Nancy Robinson,UK,West,Sara Jones,Electronics,Mobile,11,3754,0.21,41294,32622.26,6600.59,UPI,3
ORD053353,2023-03-02,Blake Allen,USA,North,Mr. Nathan Hernandez,Furniture,Sofa,7,5446,0.14,38122,32784.92,2271.97,Credit Card,1
ORD053354,2023-10-06,Miranda Guerrero,Canada,South,Diane Webb,Sports,Tennis Racket,18,3739,0.17,67302,55860.66,10892.96,Cash,2
ORD053355,2024-06-29,Zachary Smith,India,West,Kelli Price,Clothing,Kurta,16,7543,0.05,120688,114653.6,14926.54,Cash,5
ORD053356,2024-08-25,Lori Clark,USA,East,Kelsey Perez,Clothing,Jeans,5,2757,0.09,13785,12544.35,997.18,Cash,2
ORD053357,2023-03-01,Kimberly Nelson,USA,Central,Mark Green,Furniture,Bed,12,1223,0.15,14676,12474.6,3967.57,Debit Card,3
ORD053358,2024-05-14,Martin Perez,Australia,West,Stacy Good,Groceries,Milk,1,1130,0.12,1130,994.4,66.4,Cash,1
ORD053359,2023-08-03,Lauren Lee,UK,East,Cassandra Ferguson,Electronics,Keyboard,10,3369,0.05,33690,32005.5,9237.58,Net Banking,2
ORD053360,2023-03-25,Jill Ortiz,India,South,Samantha Anderson,Electronics,Laptop,14,9270,0.18,129780,106419.6,11766.65,Net Banking,2
ORD053361,2023-03-09,Debra Morris,Australia,East,Jennifer Gonzales,Sports,Tennis Racket,9,3301,0.16,29709,24955.56,3910.48,UPI,1
ORD053362,2023-10-02,Nicholas Dunn,Canada,Central,Summer Arias,Groceries,Bread,3,7139,0.19,21417,17347.77,5327.48,Debit Card,3
ORD053363,2024-11-11,Teresa Harris,India,Central,Barbara Sheppard,Sports,Cricket Bat,16,2167,0.13,34672,30164.64,10428.38,UPI,5
ORD053364,2023-08-03,Harold Dennis,UK,North,Diane Webb,Sports,Dumbbells,19,7761,0.12,147459,129763.92,15842.32,Net Banking,3
ORD053365,2023-05-26,Stephanie Calderon,Canada,Central,Chad Zamora,Furniture,Chair,19,1631,0.19,30989,25101.09,8114.43,UPI,1
ORD053366,2023-08-25,Miguel Burnett,India,West,Kevin Ross,Clothing,Jeans,5,9580,0.23,47900,36883.0,11134.06,Cash,5
ORD053367,2024-02-28,Christina Sullivan,UK,Central,Jorge Smith,Clothing,Jeans,11,9070,0.03,99770,96776.9,9826.41,Debit Card,5
ORD053368,2023-04-05,David Howard,India,West,Mr. Nathan Hernandez,Sports,Dumbbells,18,5070,0.25,91260,68445.0,16299.63,UPI,5
ORD053369,2024-08-26,Yesenia Marquez,UK,Central,Sydney Kelley,Sports,Cricket Bat,14,7627,0.11,106778,95032.42,26801.18,Debit Card,2
ORD053370,2023-09-15,Donald Atkinson,Australia,South,Jennifer Gonzales,Sports,Cricket Bat,9,1122,0.25,10098,7573.5,2598.29,Credit Card,4
ORD053371,2024-09-05,Andrea Thomas,India,South,Chad Zamora,Electronics,Headphones,19,1401,0.23,26619,20496.63,5165.99,Credit Card,2
ORD053372,2023-06-04,Aaron Parker,UK,Central,Mark Green,Sports,Tennis Racket,14,6225,0.07,87150,81049.5,9992.01,UPI,3
ORD053373,2024-12-07,Tracy Reyes,Australia,South,Sydney Kelley,Clothing,Kurta,2,8461,0.24,16922,12860.72,1366.54,Net Banking,4
ORD053374,2023-05-20,Samuel Shepard,Australia,South,Susan Jones,Electronics,Monitor,10,795,0.07,7950,7393.5,681.85,Credit Card,1
ORD053375,2023-02-27,Maria Bass,Australia,South,Lisa Jordan,Clothing,T-Shirt,17,9126,0.01,155142,153590.58,44813.53,Net Banking,5
ORD053376,2023-12-14,Christian Fowler,USA,North,Samantha Anderson,Clothing,Shoes,14,3410,0.19,47740,38669.4,10757.29,UPI,1
ORD053377,2024-04-10,Michael Allen,India,West,Cassandra Ferguson,Electronics,Monitor,9,4797,0.15,43173,36697.05,4452.49,Debit Card,2
ORD053378,2023-04-26,Andrea Stone,Canada,Central,Lisa Jordan,Clothing,T-Shirt,2,7613,0.24,15226,11571.76,3238.84,Cash,3
ORD053379,2025-07-01,Amy Sullivan,Canada,Central,Brandon Hendricks,Furniture,Wardrobe,9,4952,0.08,44568,41002.56,2808.97,Cash,4
ORD053380,2025-04-30,Richard Williams,UK,Central,Lance Arnold Jr.,Groceries,Snacks,15,8332,0.04,124980,119980.8,40574.98,Debit Card,3
ORD053381,2024-01-28,Brent Clements,UK,Central,Julie Lopez,Furniture,Table,16,867,0.0,13872,13872.0,4576.39,Cash,4
ORD053382,2023-11-03,Jessica Bailey,USA,Central,Jessica Hodge,Sports,Football,18,8442,0.27,151956,110927.88,28984.43,UPI,4
ORD053383,2024-11-14,Stephen Fisher DVM,UK,West,Lisa Jordan,Furniture,Bed,12,1463,0.28,17556,12640.32,2471.55,Net Banking,4
ORD053384,2025-05-10,Julia Hardy,USA,South,Melissa Ferguson,Furniture,Sofa,2,6408,0.17,12816,10637.28,1746.6,UPI,3
ORD053385,2025-01-30,Raymond Hampton,UK,East,Katherine Stevenson,Groceries,Rice,7,3236,0.18,22652,18574.64,1350.84,UPI,3
ORD053386,2024-02-10,Kimberly Day,Australia,West,Kevin Ross,Sports,Tennis Racket,19,7607,0.15,144533,122853.05,23109.61,Debit Card,2
ORD053387,2023-07-29,Mariah Gomez,Canada,South,Sherry Young,Groceries,Oil,9,2764,0.2,24876,19900.8,1328.49,Cash,1
ORD053388,2025-02-23,Jonathan French,Australia,North,Brandon Hendricks,Electronics,Headphones,1,1256,0.04,1256,1205.76,379.51,Cash,1
ORD053389,2023-01-03,John Murphy,Australia,Central,Chelsea Ellis,Furniture,Sofa,3,3218,0.02,9654,9460.92,1671.08,UPI,5
ORD053390,2025-08-18,Thomas Wong,India,Central,Phillip Martin,Groceries,Milk,12,8705,0.05,104460,99237.0,26271.49,Debit Card,2
ORD053391,2023-05-31,Gary Holland,USA,West,Paul Johnson,Clothing,T-Shirt,9,4944,0.05,44496,42271.2,13519.69,Debit Card,5
ORD053392,2024-10-12,Kelly Gutierrez,Canada,West,Samantha Anderson,Furniture,Chair,5,8922,0.27,44610,32565.3,6517.65,Net Banking,1
ORD053393,2024-06-25,Tammy Lewis,USA,Central,Timothy Yates,Sports,Tennis Racket,16,271,0.1,4336,3902.4,910.69,Net Banking,2
ORD053394,2025-03-22,Bradley Graham,India,North,Michael Holland,Electronics,Mobile,10,7196,0.18,71960,59007.2,6339.68,Cash,2
ORD053395,2025-06-15,Anthony Stephenson,Canada,North,Pamela Mckinney,Sports,Football,5,2066,0.26,10330,7644.2,1099.47,Debit Card,2
ORD053396,2025-04-28,Sally Johnson,USA,North,Chad Zamora,Clothing,Kurta,1,8839,0.06,8839,8308.66,2866.86,UPI,5
ORD053397,2024-05-17,Sarah Kaufman,USA,West,Kristi Miller,Clothing,Jacket,16,7571,0.28,121136,87217.92,9181.17,UPI,1
ORD053398,2023-01-02,Robert Williams,UK,South,Paul Johnson,Clothing,Jacket,6,8164,0.12,48984,43105.92,13793.22,Credit Card,5
ORD053399,2024-05-31,Michael Aguilar,Australia,South,Barbara Sheppard,Electronics,Headphones,3,7078,0.21,21234,16774.86,2966.03,Net Banking,3
ORD053400,2024-05-04,Erica Turner,UK,South,Katherine Stevenson,Sports,Yoga Mat,15,4252,0.06,63780,59953.2,10092.95,Cash,2
ORD053401,2025-08-01,Robert Brown,Canada,South,Gina Harris,Clothing,Kurta,3,8404,0.13,25212,21934.44,6769.83,Cash,1
ORD053402,2025-01-21,Alicia Austin,India,North,Jamie Griffin,Groceries,Oil,5,2719,0.12,13595,11963.6,2026.13,Cash,3
ORD053403,2024-02-23,Kyle Velazquez,Canada,West,Stacy Good,Clothing,Shoes,19,9801,0.01,186219,184356.81,37270.06,Net Banking,4
ORD053404,2024-11-29,Bryce Cole,Australia,East,Brittany Bailey,Sports,Football,3,8353,0.11,25059,22302.51,6676.04,Cash,5
ORD053405,2023-04-06,Stacey Jenkins,UK,West,Lisa Jordan,Clothing,Shoes,10,4794,0.08,47940,44104.8,8881.58,Net Banking,1
ORD053406,2023-09-17,Matthew Leonard,USA,East,Katherine Stevenson,Electronics,Mobile,8,9229,0.08,73832,67925.44,13902.86,Net Banking,2
ORD053407,2023-11-26,Jacqueline Henderson,India,South,Mark Green,Furniture,Wardrobe,2,3241,0.22,6482,5055.96,1434.88,Net Banking,5
ORD053408,2025-01-25,Carrie Heath,Canada,North,Stacy Good,Electronics,Mobile,19,3983,0.11,75677,67352.53,9837.72,Net Banking,4
ORD053409,2025-08-30,Timothy Hinton,Canada,South,Julie Lopez,Clothing,Jeans,20,7167,0.14,143340,123272.4,20783.47,Cash,1
ORD053410,2024-08-17,Michael Holmes,UK,North,Lance Arnold Jr.,Electronics,Monitor,6,5751,0.13,34506,30020.22,4379.49,Credit Card,4
ORD053411,2024-03-07,Vicki Young,UK,South,Gabrielle Mccullough,Sports,Dumbbells,7,8037,0.05,56259,53446.05,11892.83,UPI,4
ORD053412,2023-03-08,Dennis Cobb,Canada,Central,Phillip Martin,Electronics,Keyboard,19,2477,0.14,47063,40474.18,13076.85,Cash,2
ORD053413,2025-04-29,Logan Butler,UK,East,Michael Holland,Sports,Dumbbells,7,119,0.14,833,716.38,215.6,Credit Card,2
ORD053414,2025-09-20,Stacey Williams,Australia,North,Kelli Price,Groceries,Oil,19,1376,0.17,26144,21699.52,6072.4,Debit Card,2
ORD053415,2025-01-30,Elizabeth Mathis,India,North,Mitchell Boyer,Sports,Dumbbells,18,4138,0.24,74484,56607.84,8157.72,UPI,3
ORD053416,2025-03-30,Jasmin Braun,Australia,Central,Denise Hester,Electronics,Monitor,1,5220,0.12,5220,4593.6,1107.96,Credit Card,1
ORD053417,2023-11-19,Brian Merritt,USA,West,Kevin Ross,Clothing,Jacket,15,3006,0.0,45090,45090.0,8830.95,Debit Card,5
ORD053418,2023-05-25,Lee Miller,UK,East,Jennifer Barry,Groceries,Milk,4,1768,0.26,7072,5233.28,421.51,UPI,5
ORD053419,2024-03-10,Jeffrey Meyer,India,North,Gabrielle Mccullough,Sports,Cricket Bat,9,8201,0.25,73809,55356.75,7458.81,Credit Card,1
ORD053420,2025-03-12,Dale Harris,Australia,West,Alexis Lee,Furniture,Table,18,8028,0.28,144504,104042.88,6001.48,Net Banking,3
ORD053421,2023-08-21,Cynthia Bullock,Australia,North,Sydney Kelley,Electronics,Headphones,13,1095,0.28,14235,10249.2,3380.55,Net Banking,4
ORD053422,2024-01-14,Larry Willis,USA,North,Samantha Anderson,Clothing,T-Shirt,12,7707,0.3,92484,64738.8,20987.85,Net Banking,3
ORD053423,2023-05-24,Ann Campos,India,South,Chad Zamora,Electronics,Mobile,10,2069,0.1,20690,18621.0,4544.9,Credit Card,4
ORD053424,2025-03-20,Matthew Sanders,India,Central,Timothy Yates,Electronics,Mobile,17,8044,0.03,136748,132645.56,37422.29,Credit Card,2
ORD053425,2024-10-29,Christopher Phillips,Australia,Central,Gina Harris,Sports,Yoga Mat,10,7799,0.19,77990,63171.9,20946.77,Cash,1
ORD053426,2024-11-03,Sarah Perez,USA,South,Pamela Mckinney,Sports,Tennis Racket,14,5682,0.17,79548,66024.84,16072.74,Credit Card,2
ORD053427,2023-12-09,Robert Powers,India,South,Chelsea Ellis,Sports,Tennis Racket,14,9320,0.07,130480,121346.4,20461.35,Credit Card,5
ORD053428,2025-05-05,Melissa Francis,Australia,East,Cassandra Ferguson,Electronics,Headphones,1,8847,0.11,8847,7873.83,2076.42,Debit Card,4
ORD053429,2023-11-06,Darius Hunter,Canada,North,Paul Johnson,Sports,Yoga Mat,7,1533,0.02,10731,10516.38,2411.93,Cash,1
ORD053430,2025-09-14,Joshua Kelly,UK,South,Katherine Stevenson,Groceries,Oil,6,768,0.14,4608,3962.88,810.38,UPI,5
ORD053431,2024-09-21,Troy Harmon,Australia,North,Sherry Young,Electronics,Headphones,2,2657,0.21,5314,4198.06,1098.36,Debit Card,5
ORD053432,2024-12-19,Jennifer Hendricks,Canada,East,Teresa Kirby,Furniture,Bed,20,9094,0.01,181880,180061.2,51780.88,Cash,4
ORD053433,2025-01-19,Jamie Sloan,India,West,Kelsey Perez,Groceries,Oil,1,7573,0.23,7573,5831.21,1131.14,UPI,4
ORD053434,2023-09-17,Sarah Perez,Australia,West,Lauren Jones,Groceries,Bread,16,2888,0.3,46208,32345.6,10887.01,Net Banking,4
ORD053435,2025-08-30,Allison Dudley,Canada,South,Summer Arias,Clothing,T-Shirt,5,9200,0.15,46000,39100.0,11881.32,Debit Card,2
ORD053436,2024-12-22,Spencer Brown,UK,East,Cindy Spencer,Furniture,Sofa,17,5753,0.25,97801,73350.75,18143.79,Debit Card,2
ORD053437,2024-06-03,Tiffany Bennett,Australia,South,Denise Hester,Sports,Yoga Mat,20,9151,0.1,183020,164718.0,17629.58,Cash,5
ORD053438,2023-05-01,Charles Mullins,Canada,East,Timothy Yates,Groceries,Milk,1,2884,0.11,2884,2566.76,456.36,Debit Card,1
ORD053439,2024-11-07,Marvin Rodriguez,Australia,West,Sara Jones,Furniture,Wardrobe,6,5737,0.24,34422,26160.72,3820.77,Debit Card,3
ORD053440,2025-04-06,David Wilson,Canada,East,Chad Zamora,Furniture,Table,8,7450,0.04,59600,57216.0,8448.47,UPI,3
ORD053441,2024-01-26,Christopher Acosta,Canada,North,Gina Harris,Clothing,Shoes,11,4201,0.29,46211,32809.81,7468.18,Net Banking,1
ORD053442,2025-04-04,Antonio Christensen,UK,South,Sydney Kelley,Electronics,Mobile,12,335,0.16,4020,3376.8,1039.3,Credit Card,1
ORD053443,2024-07-19,Karen Richardson,USA,East,Sherry Young,Furniture,Bed,15,2084,0.04,31260,30009.6,9273.79,Debit Card,5
ORD053444,2023-01-09,Margaret Myers DDS,Canada,West,Alexis Lee,Clothing,Jacket,7,5474,0.03,38318,37168.46,8228.01,Credit Card,1
ORD053445,2024-06-29,Timothy Thomas,USA,North,Mitchell Boyer,Clothing,T-Shirt,12,5393,0.22,64716,50478.48,14180.5,Cash,4
ORD053446,2025-08-12,Greg Wallace,UK,East,Cindy Spencer,Groceries,Rice,1,1904,0.17,1904,1580.32,452.97,UPI,2
ORD053447,2023-02-09,Francis Johnson,USA,Central,Paul Johnson,Sports,Dumbbells,20,9473,0.07,189460,176197.8,54118.38,Credit Card,1
ORD053448,2024-01-04,Ryan Branch,UK,North,Lauren Raymond,Groceries,Oil,17,8491,0.22,144347,112590.66,14191.2,Net Banking,2
ORD053449,2024-04-15,Mary Campbell,Australia,North,Kristi Miller,Groceries,Bread,16,5337,0.17,85392,70875.36,21073.83,UPI,3
ORD053450,2023-02-03,Elizabeth Hunt,Canada,North,Kevin Kidd,Electronics,Keyboard,15,8246,0.05,123690,117505.5,40835.67,UPI,4
ORD053451,2023-11-30,William Munoz,India,South,Teresa Kirby,Furniture,Wardrobe,9,6938,0.02,62442,61193.16,18012.58,Credit Card,1
ORD053452,2024-10-23,Zachary Johnson,Canada,South,Sherry Young,Electronics,Monitor,5,8239,0.17,41195,34191.85,5310.44,Debit Card,3
ORD053453,2024-08-18,Edward Foster,Canada,North,Lauren Jones,Clothing,T-Shirt,3,7337,0.02,22011,21570.78,3583.65,Net Banking,3
ORD053454,2024-08-24,Debra Colon,Canada,North,Kelli Price,Electronics,Mobile,14,6334,0.1,88676,79808.4,13498.1,Credit Card,4
ORD053455,2024-05-11,Mr. Bobby Rodgers DDS,Canada,West,Sydney Kelley,Furniture,Chair,8,4125,0.19,33000,26730.0,7398.72,Debit Card,4
ORD053456,2024-06-27,Ronald Black,USA,East,Sydney Kelley,Groceries,Snacks,19,3402,0.24,64638,49124.88,16980.18,Net Banking,1
ORD053457,2024-03-18,Jane Wise,India,East,Lauren Jones,Clothing,Shoes,12,2633,0.22,31596,24644.88,3137.34,Credit Card,4
ORD053458,2025-08-30,Tyler Medina,India,East,Timothy Yates,Clothing,Jacket,3,143,0.02,429,420.42,65.99,Debit Card,4
ORD053459,2023-03-17,Colin Pena,India,West,Lance Arnold Jr.,Furniture,Chair,19,979,0.28,18601,13392.72,696.83,Net Banking,2
ORD053460,2023-11-19,Dale Mcfarland,UK,East,Brittany Bailey,Electronics,Laptop,7,7149,0.19,50043,40534.83,4463.96,Debit Card,4
ORD053461,2025-05-21,Sarah Walker,UK,South,Denise Hester,Furniture,Bed,19,8713,0.21,165547,130782.13,44276.25,Credit Card,1
ORD053462,2023-08-27,Peter Gonzalez,Canada,East,Lauren Raymond,Furniture,Chair,20,5992,0.08,119840,110252.8,20756.34,Debit Card,4
ORD053463,2023-07-26,Kimberly Moses,India,West,Samantha Anderson,Furniture,Wardrobe,1,1920,0.14,1920,1651.2,488.46,Credit Card,5
ORD053464,2024-11-18,Richard Patel,India,East,Kevin Ross,Furniture,Bed,11,2886,0.28,31746,22857.12,7477.24,Debit Card,1
ORD053465,2024-02-13,Sharon Hurley,UK,Central,Julie Lopez,Electronics,Monitor,7,8905,0.02,62335,61088.3,18509.65,Cash,4
ORD053466,2025-08-26,Eric Kelly,UK,North,Jorge Smith,Furniture,Bed,16,1318,0.27,21088,15394.24,3009.47,Debit Card,2
ORD053467,2023-07-15,Donna Welch,USA,South,Alexis Lee,Electronics,Keyboard,10,5166,0.21,51660,40811.4,6566.09,Net Banking,3
ORD053468,2025-03-14,Joshua Tran,UK,East,Summer Arias,Furniture,Wardrobe,1,1708,0.26,1708,1263.92,103.67,Debit Card,3
ORD053469,2023-11-24,Stephen Wagner,USA,North,Brittany Bailey,Electronics,Laptop,9,6344,0.3,57096,39967.2,12341.99,UPI,4
ORD053470,2024-04-04,Mathew Taylor,Australia,North,Mr. Nathan Hernandez,Furniture,Sofa,14,7270,0.04,101780,97708.8,31082.75,Credit Card,2
ORD053471,2023-04-24,Annette Perkins,India,East,Diane Webb,Sports,Tennis Racket,12,5653,0.25,67836,50877.0,3852.76,Cash,3
ORD053472,2025-09-07,Dr. Arthur Reynolds,UK,North,Kevin Ross,Clothing,Shoes,11,9991,0.01,109901,108801.99,17296.22,Credit Card,1
ORD053473,2024-04-10,Rebecca Li,Australia,South,Kevin Ross,Electronics,Headphones,13,7575,0.13,98475,85673.25,5053.55,Debit Card,5
ORD053474,2023-01-21,Brittney Hawkins,USA,East,Lauren Jones,Electronics,Headphones,9,1108,0.14,9972,8575.92,2773.96,Debit Card,2
ORD053475,2025-02-13,Rachel Flores,India,North,Alexis Lee,Sports,Tennis Racket,17,6157,0.14,104669,90015.34,23938.01,Net Banking,1
ORD053476,2024-06-14,Maria Harris,UK,South,Chad Zamora,Furniture,Sofa,17,3838,0.13,65246,56764.02,4148.55,Debit Card,5
ORD053477,2025-05-21,Peter Powers,India,East,Cindy Spencer,Furniture,Wardrobe,8,5096,0.2,40768,32614.4,9693.6,Credit Card,4
ORD053478,2024-04-29,Mary Wolfe,Canada,South,Samantha Anderson,Sports,Football,3,4480,0.02,13440,13171.2,2341.53,Cash,1
ORD053479,2025-07-21,Lauren Reed,USA,West,Samantha Anderson,Sports,Yoga Mat,13,5627,0.21,73151,57789.29,8132.53,UPI,1
ORD053480,2024-06-05,Caitlin Nunez,USA,North,Timothy Yates,Groceries,Oil,14,5440,0.14,76160,65497.6,16922.81,Net Banking,3
